ENSECAT00000013004.1	SYCE1
ENSECAT00000029732.1	7SK
ENSECAT00000017292.1	ZIM2
ENSECAT00000029220.1	SNORD112
ENSECAT00000017824.1	PEG3
ENSECAT00000029117.1	USP29
ENSECAT00000022419.1	DUXA
ENSECAT00000022753.1	ZNF264
ENSECAT00000023290.1	AURKC
ENSECAT00000009200.1	ZNF304
ENSECAT00000009376.1	ZNF548
ENSECAT00000027320.1	5_8S_rRNA
ENSECAT00000003053.1	ZNF772
ENSECAT00000013326.1	ZNF530
ENSECAT00000013776.1	ZNF134
ENSECAT00000015438.1	ZNF551
ENSECAT00000015598.1	ZNF154
ENSECAT00000017482.1	ZNF211
ENSECAT00000020392.1	ZNF671
ENSECAT00000002205.1	ZNF256
ENSECAT00000000476.1	C19orf18
ENSECAT00000001373.1	ZNF606
ENSECAT00000002231.1	ZNF329
ENSECAT00000007701.1	ZNF274
ENSECAT00000013612.1	ZNF544
ENSECAT00000014134.1	ZNF8
ENSECAT00000002276.1	ZSCAN22
ENSECAT00000016372.1	A1BG
ENSECAT00000017124.1	RPS5
ENSECAT00000017488.1	ZNF446
ENSECAT00000018051.1	SLC27A5
ENSECAT00000010692.1	ZBTB45
ENSECAT00000011246.1	TRIM28
ENSECAT00000013751.1	CHMP2A
ENSECAT00000014098.1	UBE2M
ENSECAT00000017326.1	MZF1
ENSECAT00000019064.1	DDX43
ENSECAT00000020974.1	MB21D1
ENSECAT00000021015.1	MTO1
ENSECAT00000028574.1	U6
ENSECAT00000021985.1	EEF1A1
ENSECAT00000016980.1	SLC17A5
ENSECAT00000024883.1	CD109
ENSECAT00000027086.1	COL12A1
ENSECAT00000012977.1	COX7A2
ENSECAT00000014850.1	TMEM30A
ENSECAT00000020111.1	FILIP1
ENSECAT00000022431.1	SENP6
ENSECAT00000028684.1	U6
ENSECAT00000026220.1	MYO6
ENSECAT00000026222.1	MYO6
ENSECAT00000026224.1	MYO6
ENSECAT00000020675.1	IMPG1
ENSECAT00000020714.1	IMPG1
ENSECAT00000029772.1	U1
ENSECAT00000007041.1	MEI4
ENSECAT00000029683.1	SNORD112
ENSECAT00000009409.1	IRAK1BP1
ENSECAT00000011576.1	PHIP
ENSECAT00000021226.1	HMGN3
ENSECAT00000027214.1	5S_rRNA
ENSECAT00000022329.1	LCA5
ENSECAT00000024464.1	SH3BGRL2
ENSECAT00000024536.1	ELOVL4
ENSECAT00000025743.1	TTK
ENSECAT00000028503.1	7SK
ENSECAT00000010232.1	BCKDHB
ENSECAT00000014837.1	FAM46A
ENSECAT00000015693.1	IBTK
ENSECAT00000029824.1	SNORD112
ENSECAT00000003006.1	TPBG
ENSECAT00000024750.1	UBE3D
ENSECAT00000006627.1	DOPEY1
ENSECAT00000025721.1	PGM3
ENSECAT00000026150.1	RWDD2A
ENSECAT00000026550.1	ME1
ENSECAT00000003109.1	PRSS35
ENSECAT00000008045.1	SNAP91
ENSECAT00000008052.1	SNAP91
ENSECAT00000003137.1	RIPPLY2
ENSECAT00000021192.1	CYB5R4
ENSECAT00000021203.1	CYB5R4
ENSECAT00000024202.1	MRAP2
ENSECAT00000024417.1	CEP162
ENSECAT00000029330.1	7SK
ENSECAT00000027379.1	U6
ENSECAT00000006192.1	TBX18
ENSECAT00000028107.1	U6
ENSECAT00000009885.1	NT5E
ENSECAT00000013406.1	SNX14
ENSECAT00000013411.1	SNX14
ENSECAT00000012925.1	SYNCRIP
ENSECAT00000028332.1	SNORD50
ENSECAT00000027413.1	SNORD50
ENSECAT00000017644.1	HTR1E
ENSECAT00000019923.1	CGA
ENSECAT00000020092.1	ZNF292
ENSECAT00000003291.1	GJB7
ENSECAT00000020637.1	SMIM8
ENSECAT00000020664.1	C6orf163
ENSECAT00000007519.1	SLC35A1
ENSECAT00000012393.1	RARS2
ENSECAT00000019391.1	ORC3
ENSECAT00000019448.1	ORC3
ENSECAT00000011084.1	AKIRIN2
ENSECAT00000011202.1	SPACA1
ENSECAT00000013009.1	CNR1
ENSECAT00000013489.1	RNGTT
ENSECAT00000003374.1	PNRC1
ENSECAT00000020249.1	SRSF12
ENSECAT00000022224.1	PM20D2
ENSECAT00000003518.1	GABRR1
ENSECAT00000008621.1	GABRR2
ENSECAT00000013164.1	UBE2J1
ENSECAT00000016873.1	RRAGD
ENSECAT00000022761.1	ANKRD6
ENSECAT00000028866.1	LYRM2
ENSECAT00000009278.1	MDN1
ENSECAT00000006930.1	CASP8AP2
ENSECAT00000000880.1	GJA10
ENSECAT00000010849.1	BACH2
ENSECAT00000011705.1	MAP3K7
ENSECAT00000023759.1	EPHA7
ENSECAT00000013624.1	MANEA
ENSECAT00000015166.1	FUT9
ENSECAT00000015796.1	UFL1
ENSECAT00000024773.1	FHL5
ENSECAT00000025089.1	GPR63
ENSECAT00000025137.1	NDUFAF4
ENSECAT00000025659.1	KLHL32
ENSECAT00000029286.1	U5
ENSECAT00000009998.1	MMS22L
ENSECAT00000027198.1	U6
ENSECAT00000015812.1	POU3F2
ENSECAT00000016066.1	FBXL4
ENSECAT00000016865.1	FAXC
ENSECAT00000017837.1	COQ3
ENSECAT00000021157.1	PNISR
ENSECAT00000024702.1	USP45
ENSECAT00000026298.1	CCNC
ENSECAT00000007895.1	PRDM13
ENSECAT00000008095.1	MCHR2
ENSECAT00000009601.1	SIM1
ENSECAT00000012760.1	ASCC3
ENSECAT00000012812.1	ASCC3
ENSECAT00000022439.1	GRIK2
ENSECAT00000022476.1	GRIK2
ENSECAT00000016530.1	HACE1
ENSECAT00000022282.1	LIN28B
ENSECAT00000022877.1	POPDC3
ENSECAT00000025507.1	PREP
ENSECAT00000029207.1	SNORD112
ENSECAT00000009314.1	PRDM1
ENSECAT00000014616.1	ATG5
ENSECAT00000015934.1	AIM1
ENSECAT00000020474.1	RTN4IP1
ENSECAT00000022585.1	QRSL1
ENSECAT00000025718.1	C6orf203
ENSECAT00000025730.1	BEND3
ENSECAT00000029127.1	PDSS2
ENSECAT00000025835.1	PDSS2
ENSECAT00000025844.1	SOBP
ENSECAT00000025968.1	SCML4
ENSECAT00000007291.1	SEC63
ENSECAT00000027892.1	U6
ENSECAT00000017746.1	OSTM1
ENSECAT00000020329.1	NR2E1
ENSECAT00000024274.1	SNX3
ENSECAT00000025234.1	LACE1
ENSECAT00000026356.1	FOXO3
ENSECAT00000026399.1	ARMC2
ENSECAT00000002613.1	SESN1
ENSECAT00000010182.1	CEP57L1
ENSECAT00000028994.1	C6orf183
ENSECAT00000002293.1	CD164
ENSECAT00000015226.1	PPIL6
ENSECAT00000018008.1	SMPD2
ENSECAT00000020763.1	MICAL1
ENSECAT00000009953.1	ZBTB24
ENSECAT00000011586.1	AK9
ENSECAT00000016794.1	FIG4
ENSECAT00000023835.1	WASF1
ENSECAT00000026460.1	CDC40
ENSECAT00000026500.1	CDC40
ENSECAT00000007309.1	METTL24
ENSECAT00000007497.1	DDO
ENSECAT00000009024.1	SLC22A16
ENSECAT00000010295.1	CDK19
ENSECAT00000029523.1	U6atac
ENSECAT00000011822.1	AMD1
ENSECAT00000014894.1	GTF3C6
ENSECAT00000018223.1	RPF2
ENSECAT00000002737.1	RPS17
ENSECAT00000021640.1	SLC16A10
ENSECAT00000023234.1	KIAA1919
ENSECAT00000024071.1	REV3L
ENSECAT00000028978.1	REV3L
ENSECAT00000002920.1	REV3L
ENSECAT00000002987.1	REV3L
ENSECAT00000000781.1	TRAF3IP2
ENSECAT00000008942.1	FYN
ENSECAT00000014004.1	WISP3
ENSECAT00000014674.1	TUBE1
ENSECAT00000019143.1	FAM229B
ENSECAT00000020468.1	LAMA4
ENSECAT00000020501.1	LAMA4
ENSECAT00000003055.1	RFPL4B
ENSECAT00000003157.1	CD24
ENSECAT00000003237.1	MARCKS
ENSECAT00000014495.1	HDAC2
ENSECAT00000019018.1	HS3ST5
ENSECAT00000019154.1	FRK
ENSECAT00000021101.1	NT5DC1
ENSECAT00000022150.1	COL10A1
ENSECAT00000003471.1	TSPYL4
ENSECAT00000003576.1	TSPYL1
ENSECAT00000022307.1	DSE
ENSECAT00000023093.1	FAM26F
ENSECAT00000023484.1	TRAPPC3L
ENSECAT00000024900.1	FAM26E
ENSECAT00000000597.1	FAM26D
ENSECAT00000006834.1	RWDD1
ENSECAT00000013153.1	RSPH4A
ENSECAT00000014086.1	ZUFSP
ENSECAT00000015634.1	KPNA5
ENSECAT00000027988.1	U6
ENSECAT00000020278.1	FAM162B
ENSECAT00000020350.1	GPRC6A
ENSECAT00000021130.1	RFX6
ENSECAT00000023526.1	VGLL2
ENSECAT00000023533.1	VGLL2
ENSECAT00000027893.1	U6
ENSECAT00000025641.1	ROS1
ENSECAT00000008078.1	DCBLD1
ENSECAT00000011180.1	NUS1
ENSECAT00000011711.1	SLC35F1
ENSECAT00000013196.1	CEP85L
ENSECAT00000003713.1	PLN
ENSECAT00000015342.1	ASF1A
ENSECAT00000015664.1	MCM9
ENSECAT00000016184.1	FAM184A
ENSECAT00000022807.1	MAN1A1
ENSECAT00000006765.1	TBC1D32
ENSECAT00000006794.1	TBC1D32
ENSECAT00000028038.1	U2
ENSECAT00000005498.1	CX43
ENSECAT00000013329.1	HSF2
ENSECAT00000013335.1	HSF2
ENSECAT00000018513.1	SERINC1
ENSECAT00000023860.1	PKIB
ENSECAT00000024030.1	FABP7
ENSECAT00000025228.1	SMPDL3A
ENSECAT00000006369.1	CLVS2
ENSECAT00000028307.1	U6
ENSECAT00000008778.1	TRDN
ENSECAT00000010921.1	RNF217
ENSECAT00000011106.1	TPD52L1
ENSECAT00000012761.1	HDDC2
ENSECAT00000014779.1	HEY2
ENSECAT00000015085.1	NCOA7
ENSECAT00000017462.1	HINT3
ENSECAT00000019044.1	TRMT11
ENSECAT00000021374.1	CENPW
ENSECAT00000021434.1	RSPO3
ENSECAT00000021691.1	RNF146
ENSECAT00000022059.1	ECHDC1
ENSECAT00000025453.1	KIAA0408
ENSECAT00000025534.1	SOGA3
ENSECAT00000000579.1	C6orf58
ENSECAT00000001082.1	THEMIS
ENSECAT00000007969.1	PTPRK
ENSECAT00000008016.1	PTPRK
ENSECAT00000008021.1	PTPRK
ENSECAT00000028988.1	LAMA2
ENSECAT00000024681.1	LAMA2
ENSECAT00000025657.1	LAMA2
ENSECAT00000026714.1	ARHGAP18
ENSECAT00000003966.1	TMEM244
ENSECAT00000006788.1	L3MBTL3
ENSECAT00000011884.1	SAMD3
ENSECAT00000005586.1	TMEM200A
ENSECAT00000014308.1	EPB41L2
ENSECAT00000014426.1	EPB41L2
ENSECAT00000014430.1	EPB41L2
ENSECAT00000029346.1	U4
ENSECAT00000023472.1	AKAP7
ENSECAT00000025342.1	ARG1
ENSECAT00000026659.1	MED23
ENSECAT00000026671.1	MED23
ENSECAT00000013992.1	ENPP1
ENSECAT00000014006.1	ENPP1
ENSECAT00000014042.1	ENPP1
ENSECAT00000014065.1	ENPP1
ENSECAT00000017545.1	CTGF
ENSECAT00000018511.1	MOXD1
ENSECAT00000021377.1	STX7
ENSECAT00000005727.1	TAAR9
ENSECAT00000005932.1	TAAR6
ENSECAT00000006100.1	TAAR4
ENSECAT00000006151.1	TAAR2
ENSECAT00000000848.1	TAAR1
ENSECAT00000023756.1	VNN1
ENSECAT00000024840.1	VNN2
ENSECAT00000025341.1	SLC18B1
ENSECAT00000002428.1	RPS12
ENSECAT00000027982.1	SNORD101
ENSECAT00000027642.1	SNORD100
ENSECAT00000027707.1	SNORA33
ENSECAT00000010244.1	EYA4
ENSECAT00000020300.1	TCF21
ENSECAT00000020831.1	TBPL1
ENSECAT00000021507.1	SLC2A12
ENSECAT00000021724.1	SGK1
ENSECAT00000023213.1	ALDH8A1
ENSECAT00000006393.1	HBS1L
ENSECAT00000011035.1	MYB
ENSECAT00000011037.1	MYB
ENSECAT00000021153.1	AHI1
ENSECAT00000021170.1	AHI1
ENSECAT00000022448.1	PDE7B
ENSECAT00000025210.1	MTFR2
ENSECAT00000025556.1	BCLAF1
ENSECAT00000026173.1	MAP7
ENSECAT00000026187.1	MAP7
ENSECAT00000026898.1	MAP3K5
ENSECAT00000007475.1	PEX7
ENSECAT00000007509.1	SLC35D3
ENSECAT00000007784.1	IL20RA
ENSECAT00000009062.1	IL22RA2
ENSECAT00000009767.1	IFNGR1
ENSECAT00000009797.1	OLIG3
ENSECAT00000029652.1	SNORD112
ENSECAT00000010015.1	TNFAIP3
ENSECAT00000010558.1	PERP
ENSECAT00000011598.1	ARFGEF3
ENSECAT00000013193.1	HEBP2
ENSECAT00000015001.1	CCDC28A
ENSECAT00000015086.1	ECT2L
ENSECAT00000017544.1	REPS1
ENSECAT00000020607.1	MMP16
ENSECAT00000029057.1	CNBD1
ENSECAT00000028248.1	U6
ENSECAT00000022169.1	CNGB3
ENSECAT00000023680.1	CPNE3
ENSECAT00000004081.1	RMDN1
ENSECAT00000009281.1	WWP1
ENSECAT00000015921.1	SLC7A13
ENSECAT00000016425.1	ATP6V0D2
ENSECAT00000016872.1	PSKH2
ENSECAT00000017593.1	CA2
ENSECAT00000008659.1	CA3
ENSECAT00000010207.1	CA1
ENSECAT00000013911.1	CA13
ENSECAT00000014301.1	C8orf59
ENSECAT00000014351.1	E2F5
ENSECAT00000015769.1	LRRCC1
ENSECAT00000015817.1	LRRCC1
ENSECAT00000023599.1	RALYL
ENSECAT00000024056.1	SNX16
ENSECAT00000024230.1	CHMP4C
ENSECAT00000029073.1	ZFAND1
ENSECAT00000004458.1	SLC10A5
ENSECAT00000024737.1	IMPA1
ENSECAT00000025214.1	FABP12
ENSECAT00000025544.1	FABP4
ENSECAT00000006436.1	FABP9
ENSECAT00000006812.1	PMP2
ENSECAT00000009105.1	FABP5
ENSECAT00000013368.1	PAG1
ENSECAT00000013396.1	ZNF704
ENSECAT00000013604.1	ZBTB10
ENSECAT00000016129.1	MRPS28
ENSECAT00000018023.1	HEY1
ENSECAT00000019384.1	STMN2
ENSECAT00000022041.1	IL7
ENSECAT00000022286.1	ZC2HC1A
ENSECAT00000023804.1	PKIA
ENSECAT00000027525.1	U6
ENSECAT00000023812.1	PEX2
ENSECAT00000024150.1	ZFHX4
ENSECAT00000000018.1	HNF4G
ENSECAT00000008944.1	CRISPLD1
ENSECAT00000013607.1	PI15
ENSECAT00000014343.1	GDAP1
ENSECAT00000017104.1	JPH1
ENSECAT00000018501.1	LY96
ENSECAT00000000005.1	TMEM70
ENSECAT00000000058.1	TCEB1
ENSECAT00000028328.1	U6
ENSECAT00000000223.1	STAU2
ENSECAT00000006134.1	RDH10
ENSECAT00000009546.1	RPL7
ENSECAT00000012159.1	SBSPON
ENSECAT00000012628.1	TERF1
ENSECAT00000028432.1	U6
ENSECAT00000000271.1	TRPA1
ENSECAT00000008426.1	MSC
ENSECAT00000009346.1	EYA1
ENSECAT00000017587.1	XKR9
ENSECAT00000027536.1	7SK
ENSECAT00000018363.1	LACTB2
ENSECAT00000019986.1	TRAM1
ENSECAT00000008999.1	NCOA2
ENSECAT00000015441.1	PRDM14
ENSECAT00000017186.1	SLCO5A1
ENSECAT00000019009.1	SULF1
ENSECAT00000019160.1	SULF1
ENSECAT00000018445.1	KRAS
ENSECAT00000018938.1	C8orf34
ENSECAT00000019952.1	PREX2
ENSECAT00000019962.1	PREX2
ENSECAT00000028885.1	CPA6
ENSECAT00000016815.1	CPA6
ENSECAT00000017621.1	ARFGEF1
ENSECAT00000002218.1	CSPP1
ENSECAT00000029177.1	SNORA31
ENSECAT00000014748.1	COPS5
ENSECAT00000018864.1	PPP1R42
ENSECAT00000027631.1	SNORD87
ENSECAT00000019992.1	MCMDC2
ENSECAT00000016299.1	VCPIP1
ENSECAT00000017093.1	MYBL1
ENSECAT00000017113.1	MYBL1
ENSECAT00000000559.1	C8orf46
ENSECAT00000001838.1	ADHFE1
ENSECAT00000004385.1	RRS1
ENSECAT00000015229.1	TRIM55
ENSECAT00000017253.1	DNAJC5B
ENSECAT00000018543.1	PDE7A
ENSECAT00000019642.1	MTFR1
ENSECAT00000027429.1	U6
ENSECAT00000023636.1	ARMC1
ENSECAT00000007698.1	CYP7B1
ENSECAT00000028450.1	eca-mir-124-2
ENSECAT00000011471.1	YTHDF3
ENSECAT00000011943.1	TTPA
ENSECAT00000015765.1	GGH
ENSECAT00000021911.1	NKAIN3
ENSECAT00000004580.1	RPL7
ENSECAT00000022873.1	ASPH
ENSECAT00000000061.1	CLVS1
ENSECAT00000003445.1	CHD7
ENSECAT00000012749.1	RAB2A
ENSECAT00000019210.1	CA8
ENSECAT00000023919.1	TOX
ENSECAT00000002019.1	NSMAF
ENSECAT00000016077.1	SDCBP
ENSECAT00000013628.1	CYP7A1
ENSECAT00000018083.1	UBXN2B
ENSECAT00000004724.1	FAM110B
ENSECAT00000021242.1	IMPAD1
ENSECAT00000025907.1	PENK
ENSECAT00000008739.1	SDR16C5
ENSECAT00000010740.1	CHCHD7
ENSECAT00000011097.1	PLAG1
ENSECAT00000012889.1	RPS20
ENSECAT00000029405.1	snoU54
ENSECAT00000014415.1	LYN
ENSECAT00000020705.1	TGS1
ENSECAT00000000541.1	TMEM68
ENSECAT00000027218.1	SNORD115
ENSECAT00000009367.1	SOX17
ENSECAT00000012618.1	MRPL15
ENSECAT00000017567.1	LYPLA1
ENSECAT00000014189.1	TCEA1
ENSECAT00000019719.1	RGS20
ENSECAT00000026087.1	ATP6V1H
ENSECAT00000015137.1	OPRK1
ENSECAT00000004962.1	NPBWR1
ENSECAT00000018850.1	RB1CC1
ENSECAT00000011497.1	FAM150A
ENSECAT00000012184.1	ST18
ENSECAT00000023666.1	PCMTD1
ENSECAT00000024455.1	PXDNL
ENSECAT00000000106.1	SNTG1
ENSECAT00000010461.1	SNAI2
ENSECAT00000014841.1	EFCAB1
ENSECAT00000020815.1	MCM4
ENSECAT00000022809.1	DNA-PK
ENSECAT00000022823.1	DNA-PK
ENSECAT00000022846.1	DNA-PK
ENSECAT00000022915.1	DNA-PK
ENSECAT00000029095.1	SPIDR
ENSECAT00000024742.1	RIPK2
ENSECAT00000014116.1	OSGIN2
ENSECAT00000014953.1	NBN
ENSECAT00000023730.1	DECR1
ENSECAT00000000085.1	CALB1
ENSECAT00000008261.1	TMEM64
ENSECAT00000009603.1	NECAB1
ENSECAT00000012554.1	TMEM55A
ENSECAT00000029479.1	SNORA40
ENSECAT00000019422.1	OTUD6B
ENSECAT00000029058.1	LRRC69
ENSECAT00000005556.1	SLC26A7
ENSECAT00000000260.1	RUNX1T1
ENSECAT00000007598.1	FAM92A1
ENSECAT00000018889.1	RBM12B
ENSECAT00000020556.1	TMEM67
ENSECAT00000017156.1	PDP1
ENSECAT00000019005.1	CDH17
ENSECAT00000019687.1	GEM
ENSECAT00000004231.1	HRSP12
ENSECAT00000023518.1	RAD54B
ENSECAT00000023536.1	RAD54B
ENSECAT00000013320.1	FSBP
ENSECAT00000013685.1	KIAA1429
ENSECAT00000002850.1	ESRP1
ENSECAT00000026089.1	DPY19L4
ENSECAT00000022000.1	INTS8
ENSECAT00000022027.1	INTS8
ENSECAT00000021826.1	CCNE2
ENSECAT00000018654.1	TP53INP1
ENSECAT00000020368.1	NDUFAF6
ENSECAT00000004552.1	PLEKHF2
ENSECAT00000022575.1	C8orf37
ENSECAT00000029509.1	U4atac
ENSECAT00000006941.1	GDF6
ENSECAT00000010069.1	UQCRB
ENSECAT00000013591.1	MTERF3
ENSECAT00000017216.1	PTDSS1
ENSECAT00000008572.1	SDC2
ENSECAT00000009069.1	CPQ
ENSECAT00000009487.1	TSPYL5
ENSECAT00000011528.1	MTDH
ENSECAT00000021412.1	LAPTM4B
ENSECAT00000004135.1	MATN2
ENSECAT00000023205.1	RPL30
ENSECAT00000027439.1	SNORA72
ENSECAT00000025687.1	ERICH5
ENSECAT00000025690.1	ERICH5
ENSECAT00000026103.1	POP1
ENSECAT00000026111.1	POP1
ENSECAT00000010524.1	NIPAL2
ENSECAT00000004919.1	KCNS2
ENSECAT00000011050.1	STK3
ENSECAT00000018804.1	OSR2
ENSECAT00000021375.1	VPS13B
ENSECAT00000010556.1	RGS22
ENSECAT00000021372.1	FBXO43
ENSECAT00000022728.1	POLR2K
ENSECAT00000024240.1	SPAG1
ENSECAT00000008114.1	RNF19A
ENSECAT00000013922.1	ANKRD46
ENSECAT00000014720.1	SNX31
ENSECAT00000023596.1	YWHAZ
ENSECAT00000014103.1	ZNF706
ENSECAT00000014706.1	GRHL2
ENSECAT00000026693.1	NCALD
ENSECAT00000006795.1	RRM2B
ENSECAT00000027833.1	SNORA25
ENSECAT00000017297.1	UBR5
ENSECAT00000013106.1	ODF1
ENSECAT00000013715.1	KLF10
ENSECAT00000018153.1	AZIN1
ENSECAT00000026968.1	ATP6V1C1
ENSECAT00000015096.1	BAALC
ENSECAT00000015521.1	FZD6
ENSECAT00000021751.1	CTHRC1
ENSECAT00000023585.1	SLC25A32
ENSECAT00000010208.1	DCAF13
ENSECAT00000024872.1	RIMS2
ENSECAT00000024920.1	RIMS2
ENSECAT00000020323.1	DCSTAMP
ENSECAT00000022122.1	DPYS
ENSECAT00000017436.1	LRP12
ENSECAT00000021424.1	ZFPM2
ENSECAT00000024127.1	OXR1
ENSECAT00000016765.1	ABRA
ENSECAT00000017990.1	ANGPT1
ENSECAT00000026791.1	RSPO2
ENSECAT00000000231.1	EIF3E
ENSECAT00000029122.1	EIF3E
ENSECAT00000010757.1	EMC2
ENSECAT00000005411.1	TMEM74
ENSECAT00000024774.1	TRHR
ENSECAT00000025100.1	NUDCD1
ENSECAT00000025259.1	ENY2
ENSECAT00000004637.1	PKHD1L1
ENSECAT00000004727.1	PKHD1L1
ENSECAT00000004748.1	PKHD1L1
ENSECAT00000004824.1	PKHD1L1
ENSECAT00000009942.1	EBAG9
ENSECAT00000013383.1	SYBU
ENSECAT00000013451.1	SYBU
ENSECAT00000020545.1	KCNV1
ENSECAT00000028780.1	5S_rRNA
ENSECAT00000007815.1	CSMD3
ENSECAT00000018287.1	TRPS1
ENSECAT00000029233.1	7SK
ENSECAT00000023618.1	EIF3H
ENSECAT00000029019.1	UTP23
ENSECAT00000017207.1	RAD21
ENSECAT00000005486.1	AARD
ENSECAT00000018582.1	SLC30A8
ENSECAT00000029544.1	SNORA31
ENSECAT00000023817.1	MED30
ENSECAT00000024959.1	EXT1
ENSECAT00000024988.1	EXT1
ENSECAT00000013436.1	SAMD12
ENSECAT00000015633.1	TNFRSF11B
ENSECAT00000019417.1	COLEC10
ENSECAT00000027643.1	SNORA24
ENSECAT00000024033.1	MAL2
ENSECAT00000024697.1	NOV
ENSECAT00000006469.1	ENPP2
ENSECAT00000006474.1	ENPP2
ENSECAT00000026272.1	TAF2
ENSECAT00000016575.1	DSCC1
ENSECAT00000022778.1	DEPTOR
ENSECAT00000010157.1	COL14A1
ENSECAT00000022595.1	MRPL13
ENSECAT00000000363.1	MTBP
ENSECAT00000018283.1	SNTB1
ENSECAT00000022529.1	HAS2
ENSECAT00000024716.1	ZHX2
ENSECAT00000025497.1	DERL1
ENSECAT00000010425.1	TBC1D31
ENSECAT00000010444.1	TBC1D31
ENSECAT00000020108.1	FAM83A
ENSECAT00000025099.1	ZHX1
ENSECAT00000025675.1	ATAD2
ENSECAT00000011685.1	WDYHV1
ENSECAT00000017032.1	FBXO32
ENSECAT00000029296.1	7SK
ENSECAT00000022960.1	ANXA13
ENSECAT00000022962.1	ANXA13
ENSECAT00000012080.1	FAM91A1
ENSECAT00000020636.1	FER1L6
ENSECAT00000008501.1	TMEM65
ENSECAT00000005614.1	TRMT12
ENSECAT00000009092.1	RNF139
ENSECAT00000011717.1	TATDN1
ENSECAT00000019386.1	NDUFB9
ENSECAT00000023195.1	MTSS1
ENSECAT00000023230.1	MTSS1
ENSECAT00000023233.1	MTSS1
ENSECAT00000012623.1	ZNF572
ENSECAT00000014945.1	SQLE
ENSECAT00000026429.1	KIAA0196
ENSECAT00000029714.1	U4
ENSECAT00000028910.1	NSMCE2
ENSECAT00000020929.1	TRIB1
ENSECAT00000028394.1	U6
ENSECAT00000023507.1	MYC
ENSECAT00000028361.1	eca-mir-1204
ENSECAT00000029815.1	SNORD95
ENSECAT00000025394.1	FAM49B
ENSECAT00000028234.1	SNORA25
ENSECAT00000017553.1	ASAP1
ENSECAT00000017582.1	ASAP1
ENSECAT00000026553.1	ADCY8
ENSECAT00000026555.1	ADCY8
ENSECAT00000029281.1	7SK
ENSECAT00000016194.1	EFR3A
ENSECAT00000016693.1	HHLA1
ENSECAT00000018727.1	KCNQ3
ENSECAT00000004333.1	LRRC6
ENSECAT00000013096.1	TMEM71
ENSECAT00000015878.1	PHF20L1
ENSECAT00000019911.1	TG
ENSECAT00000029025.1	TG
ENSECAT00000022364.1	TG
ENSECAT00000025889.1	SLA
ENSECAT00000027036.1	WISP1
ENSECAT00000027138.1	NDRG1
ENSECAT00000027572.1	U6
ENSECAT00000022909.1	ST3GAL1
ENSECAT00000026725.1	ZFAT
ENSECAT00000027388.1	eca-mir-30b
ENSECAT00000027635.1	eca-mir-30d
ENSECAT00000010466.1	KHDRBS3
ENSECAT00000028084.1	U6
ENSECAT00000028599.1	U1
ENSECAT00000011923.1	FAM135B
ENSECAT00000019725.1	COL22A1
ENSECAT00000025781.1	KCNK9
ENSECAT00000025994.1	TRAPPC9
ENSECAT00000029108.1	TRAPPC9
ENSECAT00000005943.1	CHRAC1
ENSECAT00000007679.1	AGO2
ENSECAT00000016200.1	PTK2
ENSECAT00000028537.1	eca-mir-151
ENSECAT00000015476.1	DENND3
ENSECAT00000015508.1	DENND3
ENSECAT00000003037.1	SLC45A4
ENSECAT00000005963.1	GPR20
ENSECAT00000009621.1	PTP4A3
ENSECAT00000016567.1	MROH5
ENSECAT00000019053.1	TSNARE1
ENSECAT00000006020.1	JRK
ENSECAT00000006070.1	PSCA
ENSECAT00000002210.1	THEM6
ENSECAT00000003361.1	LYPD2
ENSECAT00000006497.1	LY6D
ENSECAT00000007583.1	LY6K
ENSECAT00000000352.1	GML
ENSECAT00000003436.1	LY6E
ENSECAT00000007880.1	LY6H
ENSECAT00000011151.1	GPIHBP1
ENSECAT00000014048.1	TOP1MT
ENSECAT00000025254.1	RHPN1
ENSECAT00000013097.1	ZC3H3
ENSECAT00000015748.1	GSDMD
ENSECAT00000019484.1	NAPRT
ENSECAT00000008247.1	EEF1D
ENSECAT00000020023.1	CCDC166
ENSECAT00000020670.1	PYCRL
ENSECAT00000024007.1	TSTA3
ENSECAT00000001167.1	ZNF623
ENSECAT00000012645.1	ZNF707
ENSECAT00000014977.1	SCRIB
ENSECAT00000014999.1	SCRIB
ENSECAT00000026649.1	PUF60
ENSECAT00000010324.1	NRBP2
ENSECAT00000018085.1	PLEC
ENSECAT00000018109.1	PLEC
ENSECAT00000018115.1	PLEC
ENSECAT00000018128.1	PLEC
ENSECAT00000018139.1	PLEC
ENSECAT00000018149.1	PLEC
ENSECAT00000021106.1	PARP10
ENSECAT00000006282.1	GRINA
ENSECAT00000009995.1	SPATC1
ENSECAT00000013226.1	OPLAH
ENSECAT00000014202.1	EXOSC4
ENSECAT00000014440.1	GPAA1
ENSECAT00000021923.1	CYC1
ENSECAT00000006615.1	MAF1
ENSECAT00000011558.1	HGH1
ENSECAT00000020061.1	MROH1
ENSECAT00000017750.1	BOP1
ENSECAT00000001432.1	HSF1
ENSECAT00000001744.1	HSF1
ENSECAT00000016258.1	DGAT1
ENSECAT00000009529.1	TMEM249
ENSECAT00000010603.1	FBXL6
ENSECAT00000020024.1	ADCK5
ENSECAT00000024206.1	CPSF1
ENSECAT00000024239.1	CPSF1
ENSECAT00000021756.1	SLC39A4
ENSECAT00000006916.1	VPS28
ENSECAT00000014957.1	TONSL
ENSECAT00000015010.1	TONSL
ENSECAT00000018937.1	CYHR1
